is_correct,time_in_seconds,trial_num,true_label,turker_label,game_id,rule_idx,training_data_fn,rule_type,role,WorkerId
True,21.182,0,True,True,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
True,8.117,1,False,False,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
False,7.179,2,True,False,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
True,4.597,3,True,True,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
False,7.639,4,False,True,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
False,9.05,5,False,True,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
False,13.234,6,False,True,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
True,8.735,7,False,False,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
True,4.321,8,False,False,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
False,4.768,9,False,True,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
True,5.105,10,True,True,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
True,3.91,11,False,False,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
True,4.261,12,True,True,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
True,9.178,13,False,False,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
True,7.859,14,False,False,6380-d4f1a51c-6a72-45e6-bd9f-100c16065013,6,./js/training_data_critter_bug_or_secondary_color_yellow_1.json,DISJUNCTION,explorer,AOBO0RJIK73FY
