experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	uttClass
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	Good morning, the species Oller has pink leaves on them.	14.12	chatMessage	I	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	ok, pink leaves on the Oller, thank you	16.215999999999998	chatMessage	F	A
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	Yup. There was only one tree that had pink leaves that was not an oller but other than that they all had pink leaves	20.198	chatMessage	F	Q
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	Sorry I took so long, there was one tree I had not clicked, I'll be faster next time/	14.559000000000001	chatMessage	F	N
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	did that other tree have something different about it including the pink leaves?	17.183	chatMessage	F	?
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	Not that I could see, it was confusing that it was not an oller because it looked like the other Ollers	21.191999999999997	chatMessage	F	E
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	ok, cool	1.578	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	I think this screen advances after a minute or two	8.079	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	ok, all good	4.336	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	It's taking awhile lol	4.68	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	yea... it is	6.626	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	37	fish with (white bodies and orange stripes) or fangs	fish_white_bodies_orange_stripes_or_fangs	1	Good job last round. Ok Zorbs have fangs. Big long teeth that you will see on their face	20.879	chatMessage	I	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	37	fish with (white bodies and orange stripes) or fangs	fish_white_bodies_orange_stripes_or_fangs	1	Right in front of their mouths, like a vampire.	14.055	chatMessage	I	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	37	fish with (white bodies and orange stripes) or fangs	fish_white_bodies_orange_stripes_or_fangs	1	ok, fangs and long teeth, vampire like	16.509	chatMessage	F	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	37	fish with (white bodies and orange stripes) or fangs	fish_white_bodies_orange_stripes_or_fangs	1	Yes other than that I could not see anything else beside their long tooth 	17.358	chatMessage	F	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	37	fish with (white bodies and orange stripes) or fangs	fish_white_bodies_orange_stripes_or_fangs	1	ok, wish me luck	4.58	chatMessage	F	A
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	37	fish with (white bodies and orange stripes) or fangs	fish_white_bodies_orange_stripes_or_fangs	1	Good luck! lol	2.3280000000000003	chatMessage	S	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	Kweps mostly have spikes on their stem. They all look like sea plants.	16.102999999999998	chatMessage	I	Q
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	There were a few cases where they did not have spikes but it was rare	12.744000000000002	chatMessage	I	Q
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	I noticed in the middle of their flower it was colored also	11.6	chatMessage	I	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	ok, i'll get the sea plants with spikes on stems, colored flower	30.494	chatMessage	F	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	So in summary Kweps have spikes mostly and a colored center. 90% of them had spikes	17.942999999999998	chatMessage	F	Q
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	ok, let's do this 	10.466	chatMessage	F	A
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	You did good last round 	4.431	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	good luick	1.304	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	luck	0.8240000000000001	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	brb	1.702	chatMessage	M	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	7	birds with purple tails	birds_purple_tails	3	I'm so sorry about that	4.2989999999999995	chatMessage	S	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	7	birds with purple tails	birds_purple_tails	3	These birds will have a yellow beak and a colored tail. 	12.831	chatMessage	I	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	7	birds with purple tails	birds_purple_tails	3	Its ok no worries	3.415	chatMessage	S	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	7	birds with purple tails	birds_purple_tails	3	They will be hard to spot because they all look alike	10.671	chatMessage	F	Q
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	7	birds with purple tails	birds_purple_tails	3	But I think I have it figured out.	5.303	chatMessage	F	O
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	7	birds with purple tails	birds_purple_tails	3	yellow beak, colored tail	15.955	chatMessage	I	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	7	birds with purple tails	birds_purple_tails	3	Yes! Good luck on this round lol	8.144	chatMessage	S	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	7	birds with purple tails	birds_purple_tails	3	thank you... brb	5.656000000000001	chatMessage	S	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	4	Luzaks have purple feet and a colored back. 	10.088	chatMessage	I	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	4	purple feet, colored back	9.404	chatMessage	F	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	4	This one will be harder than all the others they saved the best for last.	10.185	chatMessage	F	Q
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	4	lol of course	3.997	chatMessage	S	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	4	I noticed no main pattern but colored feet and backs or wings were the main thing I gathered	26.471	chatMessage	F	G
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	explorer	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	4	Here we goo good luck on this last round	5.431	chatMessage	S	
mp-game-6	pilot	9453-f3f01ca6-76ee-4ead-a25b-1a9bb803d1f4	1550000000000.0	student	47	bugs with (white heads or orange antennae) and purple legs	bugs_white_heads_or_orange_antennae_purple_legs	4	they all have wings?	4.228	chatMessage	F	?
