is_correct,time_in_seconds,trial_num,true_label,turker_label,game_id,rule_idx,training_data_fn,rule_type,role,WorkerId
True,7.065,0,False,False,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
False,6.316,1,False,True,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
False,9.674,2,False,True,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
True,3.557,3,False,False,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
True,2.458,4,False,False,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
True,1.885,5,False,False,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
True,2.993,6,False,False,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
False,3.9450000000000003,7,False,True,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
True,2.108,8,False,False,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
True,2.021,9,False,False,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
True,1.835,10,False,False,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
True,1.6920000000000002,11,False,False,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
True,1.832,12,False,False,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
True,2.618,13,False,False,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
True,1.593,14,False,False,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
False,1.818,15,False,True,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
True,2.156,16,False,False,4930-5077df0c-f7bb-4808-aab6-e17fa3fc5a3a,2,./js/training_data_critter_fish_body_color_blue_1.json,CONJUNCTION,explorer,9216abc5
