iterationName	gameid	time	role	rule_idx	rule_type	train_data_fn	test_data_fn	reactionTime	eventType	text	messageType	utteranceType	utteranceTypeSignifiers	Properties
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1.54041E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	12667	chatMessage	A wudsy fish has purple and yellow	Informative	Exemplar	None	"Kind,Color"
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1.54041E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	8413	chatMessage	a wudsy insect has only all yellow	Informative	Exemplar	None	"Kind,Color"
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1.54041E+12	explorer	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	12290	chatMessage	a wudsy bird has yellow and orange	Informative	Exemplar	None	"Kind,Color"
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1.54041E+12	student	0	SINGLE_FEAT	./js/training_data_body_color_orange_1.json	./js/test_data_body_color_orange_1.json	2253	chatMessage	"sounds good, thanks"	Confirmation	None	None	None
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1.54041E+12	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	14663	chatMessage	"a moreth is a blue fish with either pink, purple, or yellow stripes"	Informative	Generic	None	"Kind,Color"
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1.54041E+12	student	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	7048	chatMessage	"okay, it's not any other type of animal?"	Follow-Up	Question	Possibility	Kind
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1.54041E+12	explorer	2	CONJUNCTION	./js/training_data_critter_fish_body_color_blue_1.json	./js/test_data_critter_fish_body_color_blue_1.json	558	chatMessage 	no	Follow-Up	None	None	None
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1.54041E+12	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	16967	chatMessage	a kwep is any fish or animal that is solely purple and orange	Informative	Quantifier	Any	"Kind,Color"
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1.54041E+12	student	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	41976	chatMessage	"does it matter if their man color is purple or orange? like is it both a purple fish with orange stripes, and an orange fish with purple stripes?"	Follow-Up	Question	Possibility	"Kind,Color"
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1.54041E+12	explorer	4	CONJUNCTION	./js/training_data_body_color_orange_secondary_color_purple_1.json	./js/test_data_body_color_orange_secondary_color_purple_1.json	12012	chatMessage	no just a combination that is only purple and orange	Follow-Up	Generic	None	Color
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1.54041E+12	explorer	6	DISJUNCTION	./js/training_data_critter_bug_or_secondary_color_yellow_1.json	./js/test_data_critter_bug_or_secondary_color_yellow_1.json	44738	chatMessage	"zorbs are pink and blue, purple and blue, green and yellow, green and blue"	Informative	Exemplar	None	Color
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1.54041E+12	explorer	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	18661	chatMessage	"Insects with green wings, birds with yellow beaks and fish that are all green with colored stripes"	Informative	Exemplar	None	"Kind,Size"
pilot	2091-41a1cdbf-69a5-481a-b7b2-24f9dfa78596	1.54041E+12	student	8	DISJUNCTION	./js/training_data_critter_bird_or_body_color_green_1.json	./js/test_data_critter_bird_or_body_color_green_1.json	1024	chatMessage	okay thanks	Confirmation	None	None	None
