experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1548693880555	explorer	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	0	"I think the most important is the wings that look like a butterfly are kweps"	25.177	chatMessage
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1548693910812	student	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	0	"anything to color or overall shape? or just the wing shape?"	11.928	chatMessage
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1548693918118	explorer	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	0	"There are some that don't have wings and they are kweps. Those are fully colored."	35.453	chatMessage
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1548693953708	explorer	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	0	"I did notice the ones without the butterfly wing shape and no antennae were not kweps."	24.043	chatMessage
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1548694035246	explorer	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	0	"Is there something you need to click to proceed?"	15.159	chatMessage
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1548694069558	student	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	0	"nope. think that might be enough. "	5.105	chatMessage
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1548694110206	explorer	20	"bugs with orange antennae or wings"	bugs_orange_antennae_or_wings	0	"ok"	1.093	chatMessage
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1548694541073	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	1	"This one was hard. Most were not zorb. The only thing I found similar between them were that their body and head were the same color."	27.32	chatMessage
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1548694567206	student	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	1	"any particular color or did that matter so long as head and body matched?"	9.919	chatMessage
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1548694598876	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	1	"The color or amount of feathers don't seem to matter."	16.709	chatMessage
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1548694624456	student	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	1	"feathers.. that's new.. are there any that don't have feathers at all?"	18.48	chatMessage
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1548694626063	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	1	"No the color didn't matter. As long as they were the same color. "	22.605	chatMessage
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1548694657375	explorer	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	1	"Yes, some just have the tail, some nothing at all. But the only similarity was the body and head the same color."	25.388	chatMessage
mp-game-6	pilot	2266-cbab2734-86eb-40f9-8da3-8bc86efa29f4	1548694676876	student	30	"birds with (purple wings and white crests) or white tails"	birds_purple_wings_white_crests_or_white_tails	1	"alright. i'll go w/ that. here goes."	9.894	chatMessage
